reading_id,meter_id,user_id,timestamp,cumulative_reading,hourly_consumption_liters,daily_consumption_liters,monthly_consumption_liters,temperature_celsius,quality_score,data_source,is_validated,created_at,anomaly_ground_truth,anomaly_type
1427,1,1,2026-07-30T10:00:00,35862.761,12.569,307.99,12942.769,22.51,98,estimated,True,2026-07-30T10:02:00,False,none
1428,1,1,2026-07-30T11:00:00,35877.667,14.906,307.99,12942.769,22.94,98,estimated,True,2026-07-30T11:02:00,False,none
1429,1,1,2026-07-30T12:00:00,35892.473,14.806,307.99,12942.769,24.04,98,estimated,True,2026-07-30T12:02:00,False,none
1430,1,1,2026-07-30T13:00:00,35902.838,10.365,307.99,12942.769,24.55,98,estimated,True,2026-07-30T13:02:00,False,none
1431,1,1,2026-07-30T14:00:00,35913.124,10.286,307.99,12942.769,25.36,98,estimated,True,2026-07-30T14:02:00,False,none
1432,1,1,2026-07-30T15:00:00,35923.674,10.55,307.99,12942.769,25.65,98,estimated,True,2026-07-30T15:02:00,False,none
1433,1,1,2026-07-30T16:00:00,35939.922,16.248,307.99,12942.769,25.14,98,estimated,True,2026-07-30T16:02:00,False,none
1434,1,1,2026-07-30T17:00:00,35964.199,24.277,307.99,12942.769,24.49,98,estimated,True,2026-07-30T17:02:00,False,none
1435,1,1,2026-07-30T18:00:00,35992.668,28.469,307.99,12942.769,23.82,98,estimated,True,2026-07-30T18:02:00,False,none
1436,1,1,2026-07-30T19:00:00,36023.028,30.36,307.99,12942.769,22.6,98,estimated,True,2026-07-30T19:02:00,False,none
1437,1,1,2026-07-30T20:00:00,36050.899,27.871,307.99,12942.769,22.37,98,estimated,True,2026-07-30T20:02:00,False,none
1438,1,1,2026-07-30T21:00:00,36069.136,18.237,307.99,12942.769,21.08,98,estimated,True,2026-07-30T21:02:00,False,none
1439,1,1,2026-07-30T22:00:00,36076.891,7.755,307.99,12942.769,18.95,98,estimated,True,2026-07-30T22:02:00,False,none
1440,1,1,2026-07-30T23:00:00,36080.984,4.093,307.99,12942.769,17.87,98,estimated,True,2026-07-30T23:02:00,False,none
1441,1,1,2026-07-31T00:00:00,36082.708,1.724,327.969,12942.769,16.52,98,estimated,True,2026-07-31T00:02:00,False,none
1442,1,1,2026-07-31T01:00:00,36082.708,0.0,327.969,12942.769,16.56,98,estimated,True,2026-07-31T01:02:00,False,none
1443,1,1,2026-07-31T02:00:00,36082.708,0.0,327.969,12942.769,15.59,98,estimated,True,2026-07-31T02:02:00,False,none
1444,1,1,2026-07-31T03:00:00,36082.708,0.0,327.969,12942.769,14.92,98,estimated,True,2026-07-31T03:02:00,False,none
1445,1,1,2026-07-31T04:00:00,36082.708,0.0,327.969,12942.769,16.16,98,estimated,True,2026-07-31T04:02:00,False,none
1446,1,1,2026-07-31T05:00:00,36085.067,2.359,327.969,12942.769,16.28,98,estimated,True,2026-07-31T05:02:00,False,none
1447,1,1,2026-07-31T06:00:00,36097.875,12.808,327.969,12942.769,17.09,98,estimated,True,2026-07-31T06:02:00,False,none
1448,1,1,2026-07-31T07:00:00,36120.134,22.259,327.969,12942.769,17.65,98,estimated,True,2026-07-31T07:02:00,False,none
1449,1,1,2026-07-31T08:00:00,36152.326,32.192,327.969,12942.769,18.93,98,estimated,True,2026-07-31T08:02:00,False,none
1450,1,1,2026-07-31T09:00:00,36171.481,19.155,327.969,12942.769,20.9,98,estimated,True,2026-07-31T09:02:00,False,none
1451,1,1,2026-07-31T10:00:00,36181.882,10.401,327.969,12942.769,22.3,98,estimated,True,2026-07-31T10:02:00,False,none
1452,1,1,2026-07-31T11:00:00,36198.598,16.716,327.969,12942.769,23.7,98,estimated,True,2026-07-31T11:02:00,False,none
1453,1,1,2026-07-31T12:00:00,36218.203,19.605,327.969,12942.769,24.37,98,estimated,True,2026-07-31T12:02:00,False,none
1454,1,1,2026-07-31T13:00:00,36230.5,12.297,327.969,12942.769,24.2,98,estimated,True,2026-07-31T13:02:00,False,none
1455,1,1,2026-07-31T14:00:00,36241.469,10.969,327.969,12942.769,25.07,98,estimated,True,2026-07-31T14:02:00,False,none
1456,1,1,2026-07-31T15:00:00,36253.583,12.114,327.969,12942.769,25.12,98,estimated,True,2026-07-31T15:02:00,False,none
1457,1,1,2026-07-31T16:00:00,36269.989,16.406,327.969,12942.769,25.91,98,estimated,True,2026-07-31T16:02:00,False,none
1458,1,1,2026-07-31T17:00:00,36289.565,19.576,327.969,12942.769,24.98,98,estimated,True,2026-07-31T17:02:00,False,none
1459,1,1,2026-07-31T18:00:00,36325.552,35.987,327.969,12942.769,23.73,98,estimated,True,2026-07-31T18:02:00,False,none
1460,1,1,2026-07-31T19:00:00,36357.704,32.152,327.969,12942.769,23.35,98,estimated,True,2026-07-31T19:02:00,False,none
1461,1,1,2026-07-31T20:00:00,36377.57,19.866,327.969,12942.769,21.66,98,estimated,True,2026-07-31T20:02:00,False,none
1462,1,1,2026-07-31T21:00:00,36398.668,21.098,327.969,12942.769,20.11,98,estimated,True,2026-07-31T21:02:00,False,none
1463,1,1,2026-07-31T22:00:00,36406.928,8.26,327.969,12942.769,18.73,98,estimated,True,2026-07-31T22:02:00,False,none
1464,1,1,2026-07-31T23:00:00,36408.953,2.025,327.969,12942.769,18.44,98,estimated,True,2026-07-31T23:02:00,False,none
1465,1,1,2026-08-01T00:00:00,36411.032,2.079,446.94,11001.156,16.94,98,estimated,True,2026-08-01T00:02:00,False,none
1466,1,1,2026-08-01T01:00:00,36413.858,2.826,446.94,11001.156,16.08,98,estimated,True,2026-08-01T01:02:00,False,none
1467,1,1,2026-08-01T02:00:00,36413.858,0.0,446.94,11001.156,15.65,98,estimated,True,2026-08-01T02:02:00,False,none
1468,1,1,2026-08-01T03:00:00,36414.741,0.883,446.94,11001.156,15.34,98,estimated,True,2026-08-01T03:02:00,False,none
1469,1,1,2026-08-01T04:00:00,36414.741,0.0,446.94,11001.156,15.18,98,estimated,True,2026-08-01T04:02:00,False,none
1470,1,1,2026-08-01T05:00:00,36417.636,2.895,446.94,11001.156,16.32,98,estimated,True,2026-08-01T05:02:00,False,none
1471,1,1,2026-08-01T06:00:00,36434.102,16.466,446.94,11001.156,17.12,98,estimated,True,2026-08-01T06:02:00,False,none
1472,1,1,2026-08-01T07:00:00,36466.547,32.445,446.94,11001.156,18.05,98,estimated,True,2026-08-01T07:02:00,False,none
1473,1,1,2026-08-01T08:00:00,36501.775,35.228,446.94,11001.156,18.76,98,estimated,True,2026-08-01T08:02:00,False,none
1474,1,1,2026-08-01T09:00:00,36529.805,28.03,446.94,11001.156,20.88,98,estimated,True,2026-08-01T09:02:00,False,none
1475,1,1,2026-08-01T10:00:00,36545.832,16.027,446.94,11001.156,21.6,98,estimated,True,2026-08-01T10:02:00,False,none
1476,1,1,2026-08-01T11:00:00,36567.045,21.213,446.94,11001.156,22.54,98,estimated,True,2026-08-01T11:02:00,False,none
1477,1,1,2026-08-01T12:00:00,36593.248,26.203,446.94,11001.156,24.21,98,estimated,True,2026-08-01T12:02:00,False,none
1478,1,1,2026-08-01T13:00:00,36609.732,16.484,446.94,11001.156,24.38,98,estimated,True,2026-08-01T13:02:00,False,none
1479,1,1,2026-08-01T14:00:00,36624.045,14.313,446.94,11001.156,25.33,98,estimated,True,2026-08-01T14:02:00,False,none
1480,1,1,2026-08-01T15:00:00,36637.125,13.08,446.94,11001.156,25.32,98,estimated,True,2026-08-01T15:02:00,False,none
1481,1,1,2026-08-01T16:00:00,36658.773,21.648,446.94,11001.156,25.59,98,estimated,True,2026-08-01T16:02:00,False,none
1482,1,1,2026-08-01T17:00:00,36692.748,33.975,446.94,11001.156,24.37,98,estimated,True,2026-08-01T17:02:00,False,none
1483,1,1,2026-08-01T18:00:00,36734.588,41.84,446.94,11001.156,24.41,98,estimated,True,2026-08-01T18:02:00,False,none
1484,1,1,2026-08-01T19:00:00,36779.919,45.331,446.94,11001.156,22.94,98,estimated,True,2026-08-01T19:02:00,False,none
1485,1,1,2026-08-01T20:00:00,36814.579,34.66,446.94,11001.156,21.35,98,estimated,True,2026-08-01T20:02:00,False,none
1486,1,1,2026-08-01T21:00:00,36839.535,24.956,446.94,11001.156,19.54,98,estimated,True,2026-08-01T21:02:00,False,none
1487,1,1,2026-08-01T22:00:00,36852.078,12.543,446.94,11001.156,18.49,98,estimated,True,2026-08-01T22:02:00,False,none
1488,1,1,2026-08-01T23:00:00,36855.893,3.815,446.94,11001.156,17.77,98,estimated,True,2026-08-01T23:02:00,False,none
1489,1,1,2026-08-02T00:00:00,36856.991,1.098,417.488,11001.156,16.5,98,estimated,True,2026-08-02T00:02:00,False,none
1490,1,1,2026-08-02T01:00:00,36856.991,0.0,417.488,11001.156,16.53,98,estimated,True,2026-08-02T01:02:00,False,none
1491,1,1,2026-08-02T02:00:00,36856.991,0.0,417.488,11001.156,15.24,98,estimated,True,2026-08-02T02:02:00,False,none
1492,1,1,2026-08-02T03:00:00,36856.991,0.0,417.488,11001.156,15.96,98,estimated,True,2026-08-02T03:02:00,False,none
1493,1,1,2026-08-02T04:00:00,36856.991,0.0,417.488,11001.156,15.14,98,estimated,True,2026-08-02T04:02:00,False,none
1494,1,1,2026-08-02T05:00:00,36858.827,1.836,417.488,11001.156,16.05,98,estimated,True,2026-08-02T05:02:00,False,none
1495,1,1,2026-08-02T06:00:00,36875.299,16.472,417.488,11001.156,17.2,98,estimated,True,2026-08-02T06:02:00,False,none
1496,1,1,2026-08-02T07:00:00,36908.561,33.262,417.488,11001.156,18.0,98,estimated,True,2026-08-02T07:02:00,False,none
1497,1,1,2026-08-02T08:00:00,36947.079,38.518,417.488,11001.156,19.7,98,estimated,True,2026-08-02T08:02:00,False,none
1498,1,1,2026-08-02T09:00:00,36972.277,25.198,417.488,11001.156,19.82,98,estimated,True,2026-08-02T09:02:00,False,none
1499,1,1,2026-08-02T10:00:00,36986.275,13.998,417.488,11001.156,22.42,98,estimated,True,2026-08-02T10:02:00,False,none
1500,1,1,2026-08-02T11:00:00,37005.8,19.525,417.488,11001.156,22.65,98,estimated,True,2026-08-02T11:02:00,False,none
1501,1,1,2026-08-02T12:00:00,37024.547,18.747,417.488,11001.156,23.81,98,estimated,True,2026-08-02T12:02:00,False,none
1502,1,1,2026-08-02T13:00:00,37046.622,22.075,417.488,11001.156,25.07,98,estimated,True,2026-08-02T13:02:00,False,none
1503,1,1,2026-08-02T14:00:00,37058.464,11.842,417.488,11001.156,25.2,98,estimated,True,2026-08-02T14:02:00,False,none
1504,1,1,2026-08-02T15:00:00,37073.527,15.063,417.488,11001.156,24.67,98,estimated,True,2026-08-02T15:02:00,False,none
1505,1,1,2026-08-02T16:00:00,37094.587,21.06,417.488,11001.156,25.56,98,estimated,True,2026-08-02T16:02:00,False,none
1506,1,1,2026-08-02T17:00:00,37121.743,27.156,417.488,11001.156,24.62,98,estimated,True,2026-08-02T17:02:00,False,none
1507,1,1,2026-08-02T18:00:00,37167.044,45.301,417.488,11001.156,23.39,98,estimated,True,2026-08-02T18:02:00,False,none
1508,1,1,2026-08-02T19:00:00,37201.665,34.621,417.488,11001.156,23.16,98,estimated,True,2026-08-02T19:02:00,False,none
1509,1,1,2026-08-02T20:00:00,37238.579,36.914,417.488,11001.156,22.22,98,estimated,True,2026-08-02T20:02:00,False,none
1510,1,1,2026-08-02T21:00:00,37257.523,18.944,417.488,11001.156,20.85,98,estimated,True,2026-08-02T21:02:00,False,none
1511,1,1,2026-08-02T22:00:00,37267.959,10.436,417.488,11001.156,18.45,98,estimated,True,2026-08-02T22:02:00,False,none
1512,1,1,2026-08-02T23:00:00,37273.381,5.422,417.488,11001.156,17.99,98,estimated,True,2026-08-02T23:02:00,False,none
1513,1,1,2026-08-03T00:00:00,37274.196,0.815,308.065,11001.156,16.94,98,estimated,True,2026-08-03T00:02:00,False,none
1514,1,1,2026-08-03T01:00:00,37274.196,0.0,308.065,11001.156,15.46,98,estimated,True,2026-08-03T01:02:00,False,none
1515,1,1,2026-08-03T02:00:00,37274.196,0.0,308.065,11001.156,15.94,98,estimated,True,2026-08-03T02:02:00,False,none
1516,1,1,2026-08-03T03:00:00,37274.196,0.0,308.065,11001.156,15.47,98,estimated,True,2026-08-03T03:02:00,False,none
1517,1,1,2026-08-03T04:00:00,37274.196,0.0,308.065,11001.156,15.45,98,estimated,True,2026-08-03T04:02:00,False,none
1518,1,1,2026-08-03T05:00:00,37276.082,1.886,308.065,11001.156,15.63,98,estimated,True,2026-08-03T05:02:00,False,none
1519,1,1,2026-08-03T06:00:00,37284.35,8.268,308.065,11001.156,16.69,98,estimated,True,2026-08-03T06:02:00,False,none
1520,1,1,2026-08-03T07:00:00,37305.729,21.379,308.065,11001.156,17.88,98,estimated,True,2026-08-03T07:02:00,False,none
1521,1,1,2026-08-03T08:00:00,37329.076,23.347,308.065,11001.156,18.44,98,estimated,True,2026-08-03T08:02:00,False,none
1522,1,1,2026-08-03T09:00:00,37344.291,15.215,308.065,11001.156,19.48,98,estimated,True,2026-08-03T09:02:00,False,none
1523,1,1,2026-08-03T10:00:00,37359.244,14.953,308.065,11001.156,21.21,98,estimated,True,2026-08-03T10:02:00,False,none
1524,1,1,2026-08-03T11:00:00,37373.678,14.434,308.065,11001.156,22.49,98,estimated,True,2026-08-03T11:02:00,False,none
1525,1,1,2026-08-03T12:00:00,37390.084,16.406,308.065,11001.156,23.89,98,estimated,True,2026-08-03T12:02:00,False,none
1526,1,1,2026-08-03T13:00:00,37401.325,11.241,308.065,11001.156,24.49,98,estimated,True,2026-08-03T13:02:00,False,none
1527,1,1,2026-08-03T14:00:00,37413.609,12.284,308.065,11001.156,25.61,98,estimated,True,2026-08-03T14:02:00,False,none
1528,1,1,2026-08-03T15:00:00,37423.349,9.74,308.065,11001.156,24.52,98,estimated,True,2026-08-03T15:02:00,False,none
1529,1,1,2026-08-03T16:00:00,37436.739,13.39,308.065,11001.156,24.91,98,estimated,True,2026-08-03T16:02:00,False,none
1530,1,1,2026-08-03T17:00:00,37457.007,20.268,308.065,11001.156,24.73,98,estimated,True,2026-08-03T17:02:00,False,none
1531,1,1,2026-08-03T18:00:00,37492.772,35.765,308.065,11001.156,24.6,98,estimated,True,2026-08-03T18:02:00,False,none
1532,1,1,2026-08-03T19:00:00,37529.057,36.285,308.065,11001.156,22.78,98,estimated,True,2026-08-03T19:02:00,False,none
1533,1,1,2026-08-03T20:00:00,37553.527,24.47,308.065,11001.156,21.93,98,estimated,True,2026-08-03T20:02:00,False,none
1534,1,1,2026-08-03T21:00:00,37570.849,17.322,308.065,11001.156,19.87,98,estimated,True,2026-08-03T21:02:00,False,none
1535,1,1,2026-08-03T22:00:00,37579.06,8.211,308.065,11001.156,19.25,98,estimated,True,2026-08-03T22:02:00,False,none
1536,1,1,2026-08-03T23:00:00,37581.446,2.386,308.065,11001.156,17.06,98,estimated,True,2026-08-03T23:02:00,False,none
1537,1,1,2026-08-04T00:00:00,37582.395,0.949,330.254,11001.156,16.55,98,estimated,True,2026-08-04T00:02:00,False,none
1538,1,1,2026-08-04T01:00:00,37582.395,0.0,330.254,11001.156,16.58,98,estimated,True,2026-08-04T01:02:00,False,none
1539,1,1,2026-08-04T02:00:00,37582.851,0.456,330.254,11001.156,15.77,98,estimated,True,2026-08-04T02:02:00,False,none
1540,1,1,2026-08-04T03:00:00,37582.851,0.0,330.254,11001.156,16.03,98,estimated,True,2026-08-04T03:02:00,False,none
1541,1,1,2026-08-04T04:00:00,37582.851,0.0,330.254,11001.156,15.01,98,estimated,True,2026-08-04T04:02:00,False,none
1542,1,1,2026-08-04T05:00:00,37582.851,0.0,330.254,11001.156,15.96,98,estimated,True,2026-08-04T05:02:00,False,none
1543,1,1,2026-08-04T06:00:00,37594.123,11.272,330.254,11001.156,16.86,98,estimated,True,2026-08-04T06:02:00,False,none
1544,1,1,2026-08-04T07:00:00,37624.302,30.179,330.254,11001.156,17.53,98,estimated,True,2026-08-04T07:02:00,False,none
1545,1,1,2026-08-04T08:00:00,37652.161,27.859,330.254,11001.156,18.55,98,estimated,True,2026-08-04T08:02:00,False,none
1546,1,1,2026-08-04T09:00:00,37668.517,16.356,330.254,11001.156,20.92,98,estimated,True,2026-08-04T09:02:00,False,none
1547,1,1,2026-08-04T10:00:00,37680.417,11.9,330.254,11001.156,21.19,98,estimated,True,2026-08-04T10:02:00,False,none
1548,1,1,2026-08-04T11:00:00,37694.902,14.485,330.254,11001.156,22.96,98,estimated,True,2026-08-04T11:02:00,False,none
1549,1,1,2026-08-04T12:00:00,37710.022,15.12,330.254,11001.156,23.14,98,estimated,True,2026-08-04T12:02:00,False,none
1550,1,1,2026-08-04T13:00:00,37723.024,13.002,330.254,11001.156,24.21,98,estimated,True,2026-08-04T13:02:00,False,none
1551,1,1,2026-08-04T14:00:00,37733.625,10.601,330.254,11001.156,25.12,98,estimated,True,2026-08-04T14:02:00,False,none
1552,1,1,2026-08-04T15:00:00,37746.147,12.522,330.254,11001.156,24.41,98,estimated,True,2026-08-04T15:02:00,False,none
1553,1,1,2026-08-04T16:00:00,37763.805,17.658,330.254,11001.156,25.05,98,estimated,True,2026-08-04T16:02:00,False,none
1554,1,1,2026-08-04T17:00:00,37788.949,25.144,330.254,11001.156,24.63,98,estimated,True,2026-08-04T17:02:00,False,none
1555,1,1,2026-08-04T18:00:00,37825.299,36.35,330.254,11001.156,23.84,98,estimated,True,2026-08-04T18:02:00,False,none
1556,1,1,2026-08-04T19:00:00,37857.223,31.924,330.254,11001.156,22.83,98,estimated,True,2026-08-04T19:02:00,False,none
1557,1,1,2026-08-04T20:00:00,37886.27,29.047,330.254,11001.156,22.32,98,estimated,True,2026-08-04T20:02:00,False,none
1558,1,1,2026-08-04T21:00:00,37900.803,14.533,330.254,11001.156,20.35,98,estimated,True,2026-08-04T21:02:00,False,none
1559,1,1,2026-08-04T22:00:00,37909.163,8.36,330.254,11001.156,18.31,98,estimated,True,2026-08-04T22:02:00,False,none
1560,1,1,2026-08-04T23:00:00,37911.7,2.537,330.254,11001.156,17.68,98,estimated,True,2026-08-04T23:02:00,False,none
1561,1,1,2026-08-05T00:00:00,37913.98,2.28,308.738,11001.156,16.58,98,estimated,True,2026-08-05T00:02:00,False,none
1562,1,1,2026-08-05T01:00:00,37913.98,0.0,308.738,11001.156,16.01,98,estimated,True,2026-08-05T01:02:00,False,none
1563,1,1,2026-08-05T02:00:00,37913.98,0.0,308.738,11001.156,14.74,98,estimated,True,2026-08-05T02:02:00,False,none
1564,1,1,2026-08-05T03:00:00,37913.98,0.0,308.738,11001.156,14.87,98,estimated,True,2026-08-05T03:02:00,False,none
1565,1,1,2026-08-05T04:00:00,37913.98,0.0,308.738,11001.156,15.35,98,estimated,True,2026-08-05T04:02:00,False,none
1566,1,1,2026-08-05T05:00:00,37915.698,1.718,308.738,11001.156,16.17,98,estimated,True,2026-08-05T05:02:00,False,none
1567,1,1,2026-08-05T06:00:00,37925.241,9.543,308.738,11001.156,16.53,98,estimated,True,2026-08-05T06:02:00,False,none
1568,1,1,2026-08-05T07:00:00,37954.985,29.744,308.738,11001.156,18.24,98,estimated,True,2026-08-05T07:02:00,False,none
1569,1,1,2026-08-05T08:00:00,37987.856,32.871,308.738,11001.156,18.83,98,estimated,True,2026-08-05T08:02:00,False,none
1570,1,1,2026-08-05T09:00:00,38003.112,15.256,308.738,11001.156,20.13,98,estimated,True,2026-08-05T09:02:00,False,none
1571,1,1,2026-08-05T10:00:00,38015.418,12.306,308.738,11001.156,21.19,98,estimated,True,2026-08-05T10:02:00,False,none
1572,1,1,2026-08-05T11:00:00,38029.18,13.762,308.738,11001.156,22.38,98,estimated,True,2026-08-05T11:02:00,False,none
1573,1,1,2026-08-05T12:00:00,38045.175,15.995,308.738,11001.156,23.56,98,estimated,True,2026-08-05T12:02:00,False,none
1574,1,1,2026-08-05T13:00:00,38056.628,11.453,308.738,11001.156,24.41,98,estimated,True,2026-08-05T13:02:00,False,none
1575,1,1,2026-08-05T14:00:00,38065.167,8.539,308.738,11001.156,24.6,98,estimated,True,2026-08-05T14:02:00,False,none
1576,1,1,2026-08-05T15:00:00,38073.466,8.299,308.738,11001.156,25.45,98,estimated,True,2026-08-05T15:02:00,False,none
1577,1,1,2026-08-05T16:00:00,38091.127,17.661,308.738,11001.156,25.35,98,estimated,True,2026-08-05T16:02:00,False,none
1578,1,1,2026-08-05T17:00:00,38106.398,15.271,308.738,11001.156,24.27,98,estimated,True,2026-08-05T17:02:00,False,none
1579,1,1,2026-08-05T18:00:00,38137.451,31.053,308.738,11001.156,23.45,98,estimated,True,2026-08-05T18:02:00,False,none
1580,1,1,2026-08-05T19:00:00,38167.757,30.306,308.738,11001.156,22.16,98,estimated,True,2026-08-05T19:02:00,False,none
1581,1,1,2026-08-05T20:00:00,38196.098,28.341,308.738,11001.156,21.97,98,estimated,True,2026-08-05T20:02:00,False,none
1582,1,1,2026-08-05T21:00:00,38209.969,13.871,308.738,11001.156,19.69,98,estimated,True,2026-08-05T21:02:00,False,none
1583,1,1,2026-08-05T22:00:00,38217.838,7.869,308.738,11001.156,18.64,98,estimated,True,2026-08-05T22:02:00,False,none
1584,1,1,2026-08-05T23:00:00,38220.438,2.6,308.738,11001.156,17.76,98,estimated,True,2026-08-05T23:02:00,False,none
1585,1,1,2026-08-06T00:00:00,38222.996,2.558,315.384,11001.156,16.69,98,estimated,True,2026-08-06T00:02:00,False,none
1586,1,1,2026-08-06T01:00:00,38223.361,0.365,315.384,11001.156,16.02,98,estimated,True,2026-08-06T01:02:00,False,none
1587,1,1,2026-08-06T02:00:00,38223.361,0.0,315.384,11001.156,14.83,98,estimated,True,2026-08-06T02:02:00,False,none
1588,1,1,2026-08-06T03:00:00,38223.361,0.0,315.384,11001.156,15.04,98,estimated,True,2026-08-06T03:02:00,False,none
1589,1,1,2026-08-06T04:00:00,38223.361,0.0,315.384,11001.156,14.58,98,estimated,True,2026-08-06T04:02:00,False,none
1590,1,1,2026-08-06T05:00:00,38224.953,1.592,315.384,11001.156,15.89,98,estimated,True,2026-08-06T05:02:00,False,none
1591,1,1,2026-08-06T06:00:00,38234.889,9.936,315.384,11001.156,16.97,98,estimated,True,2026-08-06T06:02:00,False,none
1592,1,1,2026-08-06T07:00:00,38254.036,19.147,315.384,11001.156,18.21,98,estimated,True,2026-08-06T07:02:00,False,none
1593,1,1,2026-08-06T08:00:00,38284.981,30.945,315.384,11001.156,18.9,98,estimated,True,2026-08-06T08:02:00,False,none
1594,1,1,2026-08-06T09:00:00,38304.077,19.096,315.384,11001.156,19.7,98,estimated,True,2026-08-06T09:02:00,False,none
1595,1,1,2026-08-06T10:00:00,38312.968,8.891,315.384,11001.156,21.83,98,estimated,True,2026-08-06T10:02:00,False,none
1596,1,1,2026-08-06T11:00:00,38322.872,9.904,315.384,11001.156,22.72,98,estimated,True,2026-08-06T11:02:00,False,none
1597,1,1,2026-08-06T12:00:00,38342.181,19.309,315.384,11001.156,23.17,98,estimated,True,2026-08-06T12:02:00,False,none
1598,1,1,2026-08-06T13:00:00,38353.456,11.275,315.384,11001.156,24.12,98,estimated,True,2026-08-06T13:02:00,False,none
1599,1,1,2026-08-06T14:00:00,38366.056,12.6,315.384,11001.156,24.77,98,estimated,True,2026-08-06T14:02:00,False,none
1600,1,1,2026-08-06T15:00:00,38375.759,9.703,315.384,11001.156,24.29,98,estimated,True,2026-08-06T15:02:00,False,none
1601,1,1,2026-08-06T16:00:00,38394.277,18.518,315.384,11001.156,25.45,98,estimated,True,2026-08-06T16:02:00,False,none
1602,1,1,2026-08-06T17:00:00,38413.184,18.907,315.384,11001.156,24.31,98,estimated,True,2026-08-06T17:02:00,False,none
1603,1,1,2026-08-06T18:00:00,38450.466,37.282,315.384,11001.156,24.4,98,estimated,True,2026-08-06T18:02:00,False,none
1604,1,1,2026-08-06T19:00:00,38479.62,29.154,315.384,11001.156,22.79,98,estimated,True,2026-08-06T19:02:00,False,none
1605,1,1,2026-08-06T20:00:00,38505.362,25.742,315.384,11001.156,21.3,98,estimated,True,2026-08-06T20:02:00,False,none
1606,1,1,2026-08-06T21:00:00,38525.511,20.149,315.384,11001.156,20.15,98,estimated,True,2026-08-06T21:02:00,False,none
1607,1,1,2026-08-06T22:00:00,38532.543,7.032,315.384,11001.156,19.08,98,estimated,True,2026-08-06T22:02:00,False,none
1608,1,1,2026-08-06T23:00:00,38535.822,3.279,315.384,11001.156,18.07,98,estimated,True,2026-08-06T23:02:00,False,none
1609,1,1,2026-08-07T00:00:00,38538.005,2.183,315.51,11001.156,16.74,98,estimated,True,2026-08-07T00:02:00,False,none
1610,1,1,2026-08-07T01:00:00,38538.005,0.0,315.51,11001.156,15.23,98,estimated,True,2026-08-07T01:02:00,False,none
1611,1,1,2026-08-07T02:00:00,38538.005,0.0,315.51,11001.156,15.9,98,estimated,True,2026-08-07T02:02:00,False,none
1612,1,1,2026-08-07T03:00:00,38538.005,0.0,315.51,11001.156,14.27,98,estimated,True,2026-08-07T03:02:00,False,none
1613,1,1,2026-08-07T04:00:00,38538.005,0.0,315.51,11001.156,15.2,98,estimated,True,2026-08-07T04:02:00,False,none
1614,1,1,2026-08-07T05:00:00,38538.985,0.98,315.51,11001.156,15.63,98,estimated,True,2026-08-07T05:02:00,False,none
1615,1,1,2026-08-07T06:00:00,38549.081,10.096,315.51,11001.156,16.56,98,estimated,True,2026-08-07T06:02:00,False,none
1616,1,1,2026-08-07T07:00:00,38576.782,27.701,315.51,11001.156,16.63,98,estimated,True,2026-08-07T07:02:00,False,none
1617,1,1,2026-08-07T08:00:00,38606.239,29.457,315.51,11001.156,19.09,98,estimated,True,2026-08-07T08:02:00,False,none
1618,1,1,2026-08-07T09:00:00,38626.752,20.513,315.51,11001.156,20.09,98,estimated,True,2026-08-07T09:02:00,False,none
1619,1,1,2026-08-07T10:00:00,38640.18,13.428,315.51,11001.156,21.39,98,estimated,True,2026-08-07T10:02:00,False,none
1620,1,1,2026-08-07T11:00:00,38656.538,16.358,315.51,11001.156,22.38,98,estimated,True,2026-08-07T11:02:00,False,none
1621,1,1,2026-08-07T12:00:00,38673.066,16.528,315.51,11001.156,23.67,98,estimated,True,2026-08-07T12:02:00,False,none
1622,1,1,2026-08-07T13:00:00,38686.641,13.575,315.51,11001.156,23.82,98,estimated,True,2026-08-07T13:02:00,False,none
1623,1,1,2026-08-07T14:00:00,38695.963,9.322,315.51,11001.156,24.5,98,estimated,True,2026-08-07T14:02:00,False,none
1624,1,1,2026-08-07T15:00:00,38705.647,9.684,315.51,11001.156,24.68,98,estimated,True,2026-08-07T15:02:00,False,none
1625,1,1,2026-08-07T16:00:00,38723.208,17.561,315.51,11001.156,25.68,98,estimated,True,2026-08-07T16:02:00,False,none
1626,1,1,2026-08-07T17:00:00,38742.158,18.95,315.51,11001.156,25.1,98,estimated,True,2026-08-07T17:02:00,False,none
1627,1,1,2026-08-07T18:00:00,38768.595,26.437,315.51,11001.156,23.57,98,estimated,True,2026-08-07T18:02:00,False,none
1628,1,1,2026-08-07T19:00:00,38797.34,28.745,315.51,11001.156,22.22,98,estimated,True,2026-08-07T19:02:00,False,none
1629,1,1,2026-08-07T20:00:00,38822.339,24.999,315.51,11001.156,21.79,98,estimated,True,2026-08-07T20:02:00,False,none
1630,1,1,2026-08-07T21:00:00,38840.744,18.405,315.51,11001.156,20.43,98,estimated,True,2026-08-07T21:02:00,False,none
1631,1,1,2026-08-07T22:00:00,38847.386,6.642,315.51,11001.156,19.63,98,estimated,True,2026-08-07T22:02:00,False,none
1632,1,1,2026-08-07T23:00:00,38851.332,3.946,315.51,11001.156,18.01,98,estimated,True,2026-08-07T23:02:00,False,none
1633,1,1,2026-08-08T00:00:00,38853.466,2.134,428.696,11001.156,16.08,98,estimated,True,2026-08-08T00:02:00,False,none
